model,accuracy,f1_weighted,f1_macro,auc_roc,high_sensitivity,mod_sensitivity,mcnemar_p,mcnemar_b,mcnemar_c,decision,leakage_resolved,n_features,training_samples,test_samples
XGBoost v3,0.9899,0.9899,0.9853,0.9975,1.0,0.9694,0.0,2,73,✅ V3 SUCCESS — original ratio-leakage fixed (intake/limit features removed); distinct from disclosed clinical_score label/feature design (not a bug),True,9,1180,296
