shap_potassium,shap_phosphorus,shap_protein_per_kg,shap_sodium,shap_potassium_ratio,shap_phosphorus_ratio,shap_protein_ratio,shap_sodium_ratio,shap_ckd_stage_encoded,top_feature
-0.024445485,-0.015177917,0.34801707,-2.2534723,0.037704837,3.133872,2.1753345,0.0,0.0,phosphorus_ratio
-0.16357179,0.014308102,-0.21730535,-3.7579584,0.046735443,2.512223,-2.1386697,0.0,0.0,sodium
0.8079486,0.020537714,-0.32129648,-3.054175,0.15368937,2.7048733,-1.7981741,0.0,0.0,sodium
-0.02653189,-0.019979563,1.507205,3.025442,-0.05427081,-3.1721072,1.9272878,0.0,0.0,phosphorus_ratio
-0.015200988,-0.019470543,0.58907247,-2.4757657,-0.08269623,-4.0488267,1.4456456,0.0,0.0,phosphorus_ratio
-0.0037385058,-0.023886066,1.764583,3.0041437,-0.05347159,-3.4187655,1.7464095,0.0,0.0,phosphorus_ratio
0.05007441,0.014130451,0.50810355,2.0310402,0.072069176,2.596041,1.2083328,0.0,0.0,phosphorus_ratio
-0.027428612,-0.044235975,-0.41492987,1.8022944,-0.063048914,-4.5053363,-1.2166638,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.037994374,-0.019470543,0.38245982,-2.5279498,-0.03313004,-4.0038776,1.560058,0.0,0.0,phosphorus_ratio
-0.04956957,-0.006354235,0.0028705392,1.8542126,-0.055931177,3.325022,1.2181437,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.048950445,0.014130451,0.5080168,2.1091251,-0.055931177,2.577238,1.2565448,0.0,0.0,phosphorus_ratio
-0.039515585,0.03460632,-0.30549926,2.350303,-0.0683243,3.4775133,-1.2018698,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.5257665,2.0310402,0.072069176,2.6137035,1.1321263,0.0,0.0,phosphorus_ratio
0.005000757,0.014130451,0.50858307,2.06641,0.059441715,2.5883262,1.2378991,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.021712411,0.03386284,-0.34464705,2.337394,-0.0683243,3.1097772,-1.303595,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
-0.009982253,0.031258807,0.029117763,2.2791817,0.02327062,3.7099097,-0.43112698,0.0,0.0,phosphorus_ratio
-0.017235449,0.032760575,-0.33541474,2.3760688,-0.009099895,3.6240892,-0.52584827,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
-0.0016917165,-0.013145781,0.5080834,2.0458367,0.03799268,2.6109264,1.2845231,0.0,0.0,phosphorus_ratio
-0.0016917165,0.014130451,0.5080168,2.1034582,0.008455504,2.5863574,1.2610649,0.0,0.0,phosphorus_ratio
-0.048950445,0.014130451,0.5080168,2.1021154,-0.055931177,2.5991428,1.2599646,0.0,0.0,phosphorus_ratio
-0.027304787,-0.044666648,-0.46159843,1.7966313,-0.063048914,-4.432675,-1.2366865,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.02653189,-0.023886066,1.5257491,3.0041437,-0.05347159,-3.3449411,1.9180479,0.0,0.0,phosphorus_ratio
-0.03273885,0.07157735,0.3915936,-2.3024287,-0.09237237,2.8316433,2.1106834,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.02653189,-0.023886066,1.7207905,3.0041437,-0.05347159,-3.3961926,1.7742579,0.0,0.0,phosphorus_ratio
-0.0016917165,0.014130451,0.5080168,2.0881448,0.021972923,2.608262,1.2592709,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.017324002,0.03460632,-0.33541474,2.342916,-0.0683243,3.4564517,-1.25294,0.0,0.0,phosphorus_ratio
0.0008541432,0.014130451,0.50881827,2.0697336,0.03799268,2.6067567,1.2598202,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9814593,-0.09416519,-3.191312,-1.1872413,0.0,0.0,phosphorus_ratio
0.09284672,0.031093372,0.0059275194,2.1147537,0.090334326,3.749423,-0.6112699,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
-0.032026064,-0.043467082,-0.33070964,1.8008132,-0.06385632,-4.7531066,-0.9846353,0.0,0.0,phosphorus_ratio
-0.012676516,0.030813294,0.021056999,2.2525585,0.015771987,3.7606874,-0.46622083,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
0.15560848,0.0063648135,0.01590715,2.0638077,0.09973359,3.1929588,-0.42779085,0.0,0.0,phosphorus_ratio
-0.027304787,-0.044666648,-0.46159843,1.7982186,-0.063048914,-4.4541264,-1.216822,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.012676516,0.031258807,0.029117763,2.300229,-0.0062066526,3.708657,-0.43567297,0.0,0.0,phosphorus_ratio
-0.027304787,-0.044666648,-0.46159843,1.7966313,-0.063048914,-4.432675,-1.2366865,0.0,0.0,phosphorus_ratio
-0.012625099,0.043171316,0.07372521,2.2055666,-0.0062066526,3.3779483,-0.4646299,0.0,0.0,phosphorus_ratio
-0.0016917165,0.014130451,0.5080168,2.0705025,0.059441715,2.588498,1.2408934,0.0,0.0,phosphorus_ratio
-0.061019365,0.032760575,-0.33541474,2.351579,-0.07059334,3.6110592,-0.6039532,0.0,0.0,phosphorus_ratio
-0.031803463,-0.016815532,0.10055623,-2.1691065,0.059711166,3.2016072,2.22373,0.0,0.0,phosphorus_ratio
-0.03927467,-0.01701875,-0.12235504,-1.9132584,-0.08269623,-4.2677994,1.4888476,0.0,0.0,phosphorus_ratio
-0.0315914,-0.014698975,0.34590635,-2.2827797,0.09885228,3.1036758,2.166019,0.0,0.0,phosphorus_ratio
0.15560848,0.031258807,0.023068946,2.0897644,0.09973359,3.6784353,-0.43740234,0.0,0.0,phosphorus_ratio
-0.039515585,0.03448173,-0.33541474,2.3264802,-0.0683243,3.4842339,-1.2419707,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.26380768,-1.991061,-0.09416519,-3.1938727,-1.1813393,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.26486215,-2.0274851,-0.09416519,-3.19657,-1.1754495,0.0,0.0,phosphorus_ratio
-0.012676516,0.03362146,0.029502802,2.2626371,-0.0062066526,3.6271112,-0.44812205,0.0,0.0,phosphorus_ratio
-0.039996278,-0.03709629,-0.112354405,-2.0349154,-0.05425606,-3.5475214,-0.9350407,0.0,0.0,phosphorus_ratio
-0.027304787,-0.044666648,-0.46159843,1.7966313,-0.063048914,-4.432675,-1.2366865,0.0,0.0,phosphorus_ratio
0.005000757,0.014130451,0.50858307,2.06641,0.059441715,2.5883262,1.2378991,0.0,0.0,phosphorus_ratio
-0.015728028,0.03386284,-0.31487998,2.3205087,0.03156809,3.1207275,-1.271163,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.015643224,-0.04351999,-0.31924322,1.8148385,-0.06385632,-4.799789,-0.82603765,0.0,0.0,phosphorus_ratio
0.005000757,0.014130451,0.50858307,2.06641,0.0510554,2.5883262,1.2462854,0.0,0.0,phosphorus_ratio
0.068471305,0.014130451,0.49890515,2.0310402,0.072069176,2.5868423,1.2083328,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.26380768,-1.9999912,-0.09416519,-3.1907072,-1.1876701,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.5257665,2.0310402,0.072069176,2.629366,1.1347789,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.03788274,-0.02714856,-0.41242588,2.2136025,-0.06782718,0.7706227,-1.3189709,0.0,0.0,sodium
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
-0.017573427,-0.040685177,-0.26746827,-1.9875441,0.085874625,-3.2425103,-1.1900545,0.0,0.0,phosphorus_ratio
-0.008174868,-0.016815532,0.071183436,-2.1256456,0.12783939,3.3019714,2.081458,0.0,0.0,phosphorus_ratio
-0.0016917165,0.014130451,0.5080168,2.1098692,0.002044377,2.5863574,1.2610649,0.0,0.0,phosphorus_ratio
