shap_potassium,shap_phosphorus,shap_protein_per_kg,shap_sodium,shap_potassium_ratio,shap_phosphorus_ratio,shap_protein_ratio,shap_sodium_ratio,shap_ckd_stage_encoded,top_feature
-0.039515585,0.03460632,-0.33541474,2.339304,-0.0683243,3.4700377,-1.2407229,0.0,0.0,phosphorus_ratio
-0.034292467,-0.016815532,0.06970309,-2.1882815,-0.024049113,3.3298726,2.1307552,0.0,0.0,phosphorus_ratio
-0.059081357,-0.03904342,-0.26380768,-2.0088894,-0.09684515,-3.3717537,-0.97283566,0.0,0.0,phosphorus_ratio
-0.0016917165,0.014130451,0.5080168,2.1063514,0.005562265,2.5863574,1.2610649,0.0,0.0,phosphorus_ratio
-0.069183424,0.0029437416,0.13666798,-3.5373468,0.12423736,2.852601,-1.2207291,0.0,0.0,sodium
-0.027304787,-0.044666648,-0.46159843,1.7966313,-0.063048914,-4.432675,-1.2366865,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
-0.06591304,0.017783344,0.09968301,-2.2171926,-0.09237237,2.5221555,2.2451565,0.0,0.0,phosphorus_ratio
0.0049398765,0.014130451,0.494625,2.0525522,0.072069176,2.6069875,1.2344873,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
0.10199154,0.031890213,0.19232263,1.8921154,0.09788206,3.5820956,0.120991275,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.039996278,-0.03709629,-0.12084096,-2.0062485,-0.02099085,-3.5306616,-0.9755106,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.26380768,-2.0221817,-0.09416519,-3.1907072,-1.1876701,0.0,0.0,phosphorus_ratio
0.0008541432,0.014130451,0.53966445,2.0767431,0.03799268,2.615698,1.1947082,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
-0.0285007,-0.017294474,0.07054171,-2.148972,0.12783939,3.3098102,2.1183925,0.0,0.0,phosphorus_ratio
-0.0315914,-0.014698975,0.34590635,-2.284978,-0.049783275,3.112133,2.1876595,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.26380768,-1.9878955,-0.09416519,-3.1907072,-1.1876701,0.0,0.0,phosphorus_ratio
-0.027428612,-0.04308431,-0.39304164,1.578203,-0.063048914,-4.544615,-1.2171363,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
0.0008541432,0.014130451,0.50881827,2.0767431,0.03799268,2.5848522,1.2564005,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.039996278,-0.03709629,-0.12084096,-2.0051003,-0.027482675,-3.5275502,-0.98255366,0.0,0.0,phosphorus_ratio
-0.16739042,0.015720364,-0.028039329,-3.7132006,-0.10141119,2.622625,-2.0416698,0.0,0.0,sodium
-0.05000126,0.032002453,-0.048186537,2.3671684,-0.0683243,3.5850146,-1.023095,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
-0.032026064,-0.043467082,-0.33070964,1.7929916,-0.06385632,-4.7575912,-1.0011944,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.07760906,0.017373018,0.22646543,-2.1997738,-0.049783275,3.179432,2.2598093,0.0,0.0,phosphorus_ratio
0.090955116,0.008870352,0.48594972,1.9373951,0.072069176,2.6143184,1.2054904,0.0,0.0,phosphorus_ratio
-0.00060189865,0.014130451,0.4718046,2.045444,0.072069176,2.632436,1.2445092,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.26380768,-1.9878955,-0.09416519,-3.1907072,-1.1876701,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.025572632,-0.042207383,-0.45515844,0.34976655,-0.078879654,-3.650438,-1.3412713,0.0,0.0,phosphorus_ratio
-0.061399613,0.031093372,0.004805477,2.328153,-0.06983055,3.7099597,-0.6630054,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
0.05007441,0.014130451,0.50810355,2.0402558,0.059441715,2.596041,1.2117447,0.0,0.0,phosphorus_ratio
0.005000757,0.014130451,0.50858307,2.06641,0.0510554,2.5883262,1.2462854,0.0,0.0,phosphorus_ratio
0.05007441,0.014130451,0.50810355,2.0310402,0.072069176,2.596041,1.2083328,0.0,0.0,phosphorus_ratio
-0.03013872,-0.042724118,0.25664386,1.8453958,-0.06385632,-4.6144667,-1.0218229,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.017324002,0.03460632,-0.33541474,2.336505,-0.003937612,3.4564517,-1.25294,0.0,0.0,phosphorus_ratio
0.15258811,0.03353874,-0.19969805,2.1655972,0.09556702,3.4596045,-1.1875379,0.0,0.0,phosphorus_ratio
-0.03273885,-0.014698975,0.34771904,-2.316711,-0.09237237,3.0948615,2.1833975,0.0,0.0,phosphorus_ratio
-0.043339126,-0.03942334,-0.22340567,-1.9961786,-0.09416519,-3.2400308,-1.1818331,0.0,0.0,phosphorus_ratio
0.2095052,-0.014698975,0.34214857,-2.149939,0.14817396,3.1902094,1.496138,0.0,0.0,phosphorus_ratio
-0.003965956,0.014130451,0.5388629,2.1091251,-0.055931177,2.618713,1.2008818,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.049064454,0.014130451,0.30518964,2.0461771,-0.04845943,2.8086634,1.2910087,0.0,0.0,phosphorus_ratio
-0.058395524,-0.037402026,-0.10456047,-1.9846565,-0.09684515,-3.647019,-0.82693803,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.5257665,2.0310402,0.072069176,2.6137035,1.1321263,0.0,0.0,phosphorus_ratio
0.3844113,-0.040685177,-0.24316154,-1.8600987,0.14118463,-3.520431,-1.122537,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.0315914,-0.014698975,0.34771904,-2.3137817,-0.024049113,3.094479,2.183015,0.0,0.0,phosphorus_ratio
-0.001752597,0.014130451,0.5320419,2.0848482,0.016759275,2.6722777,1.1614864,0.0,0.0,phosphorus_ratio
-0.0315914,-0.014698975,0.34590635,-2.2799215,-0.01651808,3.0964708,2.1850069,0.0,0.0,phosphorus_ratio
-0.037398145,-0.0011945982,0.8223648,2.409996,-0.05526154,0.6269006,1.543555,0.0,0.0,sodium
-0.053445123,-0.040685177,-0.27006772,-1.9782938,-0.09416519,-3.1881466,-1.1935722,0.0,0.0,phosphorus_ratio
-0.04717849,0.013333607,0.017492067,1.9651067,0.002044377,3.174977,1.2923731,0.0,0.0,phosphorus_ratio
-0.017324002,0.03460632,-0.33541474,2.342916,-0.06085255,3.4564517,-1.25294,0.0,0.0,phosphorus_ratio
0.11532618,0.03460632,-0.3337683,2.1469285,0.09556702,3.464533,-1.1882566,0.0,0.0,phosphorus_ratio
0.0008541432,0.014130451,0.50881827,2.0595102,0.072069176,2.5876062,1.2368029,0.0,0.0,phosphorus_ratio
-0.04673814,0.027394682,0.5154447,2.1290731,-0.055931177,2.1739156,1.3295641,0.0,0.0,phosphorus_ratio
-9.9407276e-05,0.010415908,0.4850417,1.4181331,0.09104712,2.766326,1.2160095,0.0,0.0,phosphorus_ratio
-0.034043532,-0.022734039,0.16477643,-1.8890129,-0.1000893,-4.3372645,-0.0037783217,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.032026064,-0.042618237,-0.31998146,1.8311222,-0.06465554,-4.56736,-1.0057315,0.0,0.0,phosphorus_ratio
-0.15999989,0.020058772,-0.33027217,-3.6805725,0.010966498,2.498141,-2.1721292,0.0,0.0,sodium
-0.07927696,0.017783344,-0.007532236,-2.17036,-0.09237237,3.3004224,2.1181834,0.0,0.0,phosphorus_ratio
-0.05951077,0.034418304,0.20217931,2.2915323,-0.07059334,3.4331818,-0.24600728,0.0,0.0,phosphorus_ratio
-0.027304787,-0.044666648,-0.46159843,1.7966313,-0.063048914,-4.432675,-1.2366865,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
0.0049398765,0.014130451,0.5326081,2.056104,0.059441715,2.6742465,1.1383208,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.048950445,-0.013145781,0.5080834,2.0764415,-0.055931177,2.60242,1.283989,0.0,0.0,phosphorus_ratio
-0.076265864,0.020058772,-0.3337908,-3.629559,0.15368937,2.5012133,-2.0861497,0.0,0.0,sodium
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
0.005000757,0.008870352,0.50686955,1.9586904,0.059441715,2.6505005,1.2439898,0.0,0.0,phosphorus_ratio
0.005000757,0.014005862,0.50858307,2.0572686,0.072069176,2.5883026,1.2345614,0.0,0.0,phosphorus_ratio
-0.0016917165,0.014130451,0.5461201,2.1034582,0.008455504,2.6244607,1.1848582,0.0,0.0,phosphorus_ratio
0.0008541432,0.014130451,0.50881827,2.0767431,0.03799268,2.5848522,1.2564005,0.0,0.0,phosphorus_ratio
-0.0016917165,0.014130451,0.5080168,2.1034582,0.008455504,2.5863574,1.2610649,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
-0.039127886,-0.040685177,-0.2669381,-1.9769309,0.00453762,-3.1922245,-1.1970065,0.0,0.0,phosphorus_ratio
-0.053445123,-0.040685177,-0.26380768,-1.9878955,-0.09416519,-3.1907072,-1.1876701,0.0,0.0,phosphorus_ratio
0.05007441,0.014130451,0.50810355,2.0355272,0.065753594,2.596041,1.2101613,0.0,0.0,phosphorus_ratio
0.022997594,0.014130451,0.508385,2.0466378,0.072069176,2.591641,1.2239306,0.0,0.0,phosphorus_ratio
-0.04956957,0.013333607,0.0056571304,1.967168,-0.055931177,3.177289,1.2937396,0.0,0.0,phosphorus_ratio
0.090955116,0.014130451,0.48766324,2.0310402,0.072069176,2.5756001,1.2083328,0.0,0.0,phosphorus_ratio
0.0008541432,0.014130451,0.50881827,2.0767431,0.03799268,2.5848522,1.2564005,0.0,0.0,phosphorus_ratio
